timestamp,month,hour,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,cnt
06/01/2015 12:00,1,12,11,11,85,19,7,0,0,3,395
06/01/2015 13:00,1,13,9.5,6,84.5,27.5,3,0,0,3,426
06/01/2015 14:00,1,14,9,6,71,26,3,0,0,3,579
06/01/2015 15:00,1,15,8,4.5,71,23,2,0,0,3,718
06/01/2015 16:00,1,16,8,5,68.5,19.5,2,0,0,3,1184
06/01/2015 17:00,1,17,7.5,4,71,22,1,0,0,3,2662
06/01/2015 18:00,1,18,7,4,71,17.5,1,0,0,3,2610
06/01/2015 19:00,1,19,6,3,76,15,1,0,0,3,1402
06/01/2015 20:00,1,20,5.5,2.5,78.5,15,1,0,0,3,720
06/01/2015 21:00,1,21,5,2,81,15,1,0,0,3,494
06/01/2015 22:00,1,22,4.5,1.5,81,13,1,0,0,3,344
06/01/2015 23:00,1,23,4,1,84,12,1,0,0,3,212
07/01/2015 0:00,1,0,4,1,81,12,1,0,0,3,102
07/01/2015 1:00,1,1,4,1,81,11,1,0,0,3,60
07/01/2015 2:00,1,2,4,1.5,81,10,1,0,0,3,33
07/01/2015 3:00,1,3,3.5,1,84,9,2,0,0,3,26
07/01/2015 4:00,1,4,4,1.5,81,10,2,0,0,3,33
07/01/2015 5:00,1,5,4,2,87,9,1,0,0,3,80
07/01/2015 6:00,1,6,5,2.5,81,10,1,0,0,3,526
07/01/2015 7:00,1,7,5.5,2.5,81,13,1,0,0,3,1757
07/01/2015 8:00,1,8,6.5,3.5,81,15,2,0,0,3,3618
07/01/2015 9:00,1,9,8,5,76,19,3,0,0,3,1714
07/01/2015 10:00,1,10,8,5,82,19.5,2,0,0,3,763
07/01/2015 11:00,1,11,9,6,76,21,2,0,0,3,690
07/01/2015 12:00,1,12,9,5.5,76,27,2,0,0,3,913
07/01/2015 13:00,1,13,9.5,6,71.5,28,2,0,0,3,982
07/01/2015 14:00,1,14,10,6.5,62,28.5,2,0,0,3,783
07/01/2015 15:00,1,15,9,6,68.5,25,2,0,0,3,794
07/01/2015 16:00,1,16,9,6,76,25,3,0,0,3,1171
07/01/2015 17:00,1,17,9.5,6.5,71.5,24,3,0,0,3,2647
07/01/2015 18:00,1,18,10,7,71,30,3,0,0,3,2579
07/01/2015 20:00,1,20,10,6.5,79,30.5,3,0,0,3,657
07/01/2015 21:00,1,21,10,7,82,27,7,0,0,3,516
07/01/2015 22:00,1,22,10,7,82,27,7,0,0,3,414
07/01/2015 23:00,1,23,10,7,85,24,7,0,0,3,206
08/01/2015 0:00,1,0,11,11,82,26,4,0,0,3,123
08/01/2015 1:00,1,1,11.5,11.5,85,24,3,0,0,3,56
08/01/2015 2:00,1,2,12,12,82,25,3,0,0,3,51
08/01/2015 3:00,1,3,12,12,85,22,3,0,0,3,33
08/01/2015 4:00,1,4,12,12,88,20.5,7,0,0,3,32
08/01/2015 5:00,1,5,12,12,80,20.5,7,0,0,3,87
08/01/2015 6:00,1,6,11.5,11.5,74.5,17,3,0,0,3,511
08/01/2015 7:00,1,7,10.5,9.5,82.5,17,7,0,0,3,982
08/01/2015 8:00,1,8,9.5,7.5,87.5,14,7,0,0,3,1228
08/01/2015 9:00,1,9,9,7,87,13,7,0,0,3,573
08/01/2015 10:00,1,10,9,7,87,14,7,0,0,3,185
08/01/2015 11:00,1,11,9,6,82,20.5,7,0,0,3,193
08/01/2015 12:00,1,12,9,6.5,84.5,17,2,0,0,3,522
08/01/2015 13:00,1,13,9,5.5,79,27,2,0,0,3,672
08/01/2015 14:00,1,14,10,7,71,22,2,0,0,3,761
08/01/2015 15:00,1,15,9,6,71,22,2,0,0,3,781
08/01/2015 16:00,1,16,9,6,71,19.5,2,0,0,3,1212
08/01/2015 17:00,1,17,9,6,76,22,2,0,0,3,2351
08/01/2015 18:00,1,18,8.5,5.5,73.5,22.5,1,0,0,3,2110
08/01/2015 19:00,1,19,8,5,73.5,20.5,1,0,0,3,1239
08/01/2015 20:00,1,20,8,5,76,17,1,0,0,3,752
08/01/2015 21:00,1,21,8,4.5,76,20.5,1,0,0,3,457
08/01/2015 22:00,1,22,8.5,5.5,73.5,21,1,0,0,3,423
08/01/2015 23:00,1,23,9,5.5,76,27,2,0,0,3,267
09/01/2015 0:00,1,0,10,7,71,28,2,0,0,3,147
09/01/2015 1:00,1,1,10,7,73.5,30,7,0,0,3,60
09/01/2015 2:00,1,2,10,6.5,79,29.5,7,0,0,3,65
09/01/2015 3:00,1,3,11,11,79.5,29,3,0,0,3,42
09/01/2015 4:00,1,4,11,11,85,33,3,0,0,3,47
09/01/2015 5:00,1,5,11.5,11.5,85,33,3,0,0,3,85
09/01/2015 6:00,1,6,12,12,82,32.5,3,0,0,3,441
09/01/2015 7:00,1,7,12,12,82,31.5,3,0,0,3,1593
09/01/2015 8:00,1,8,12,12,79.5,25,2,0,0,3,3505
09/01/2015 9:00,1,9,12,12,74.5,30,2,0,0,3,1768
09/01/2015 10:00,1,10,12.5,12.5,69.5,29.5,1,0,0,3,799
09/01/2015 11:00,1,11,13,13,67,28,1,0,0,3,806
09/01/2015 12:00,1,12,13,13,67,26,1,0,0,3,1052
09/01/2015 13:00,1,13,13,13,63,30,1,0,0,3,1078
09/01/2015 14:00,1,14,13,13,63,26,2,0,0,3,976
09/01/2015 15:00,1,15,13.5,13.5,67.5,33.5,7,0,0,3,912
09/01/2015 16:00,1,16,13,13,79.5,37,7,0,0,3,1229
09/01/2015 17:00,1,17,13.5,13.5,85,35,7,0,0,3,2409
09/01/2015 18:00,1,18,15,15,82,36,7,0,0,3,1983
09/01/2015 19:00,1,19,15.5,15.5,77,41,7,0,0,3,1094
09/01/2015 20:00,1,20,15,15,72,44,3,0,0,3,686
09/01/2015 21:00,1,21,15,15,68,41,3,0,0,3,443
09/01/2015 22:00,1,22,15,15,68,40,3,0,0,3,464
09/01/2015 23:00,1,23,14,14,77,41.5,4,0,0,3,420
10/01/2015 0:00,1,0,14,14,77,39,4,0,1,3,392
10/01/2015 1:00,1,1,14,14,77,40,4,0,1,3,277
10/01/2015 2:00,1,2,14,14,72,40.5,3,0,1,3,189
10/01/2015 3:00,1,3,13,13,77,41,3,0,1,3,153
10/01/2015 4:00,1,4,13,13,77,36,3,0,1,3,90
10/01/2015 5:00,1,5,13,13,77,35,3,0,1,3,52
10/01/2015 6:00,1,6,13,13,82,35,7,0,1,3,69
10/01/2015 7:00,1,7,13,13,79.5,35,3,0,1,3,143
10/01/2015 8:00,1,8,14,14,74.5,40,3,0,1,3,321
10/01/2015 9:00,1,9,14,14,77,48,3,0,1,3,619
10/01/2015 10:00,1,10,14,14,74.5,41,7,0,1,3,757
10/01/2015 11:00,1,11,11.5,11.5,67.5,42.5,3,0,1,3,800
10/01/2015 12:00,1,12,11.5,11.5,58,41.5,2,0,1,3,1191
10/01/2015 13:00,1,13,10.5,8.5,54,38,3,0,1,3,1395
10/01/2015 14:00,1,14,9,4.5,54,42.5,3,0,1,3,1358
10/01/2015 15:00,1,15,9,5,48,35,2,0,1,3,1436
10/01/2015 16:00,1,16,8,4,51.5,27,1,0,1,3,1270
10/01/2015 17:00,1,17,8,4,51.5,29,2,0,1,3,1054
10/01/2015 18:00,1,18,7,3,55,26,1,0,1,3,849
10/01/2015 19:00,1,19,6,2,57,26,1,0,1,3,720
10/01/2015 20:00,1,20,6,2,57,25,1,0,1,3,556
10/01/2015 21:00,1,21,6,2,57,21,1,0,1,3,349
10/01/2015 22:00,1,22,5,1,66,20,1,0,1,3,335
10/01/2015 23:00,1,23,5,1,66,19.5,1,0,1,3,334
11/01/2015 0:00,1,0,4.5,0.5,72.5,22,1,0,1,3,360
11/01/2015 1:00,1,1,4,-0.5,75,22,1,0,1,3,255
11/01/2015 2:00,1,2,4,-0.5,75,23,1,0,1,3,198
11/01/2015 3:00,1,3,4,-1,75,27,2,0,1,3,135
11/01/2015 4:00,1,4,4,-1,72.5,28,1,0,1,3,74
11/01/2015 5:00,1,5,4,-1,70,27,1,0,1,3,57
11/01/2015 6:00,1,6,4.5,0,68,24,1,0,1,3,67
11/01/2015 7:00,1,7,5,1,66,24,1,0,1,3,93
11/01/2015 8:00,1,8,5,0,66,29.5,1,0,1,3,241
11/01/2015 9:00,1,9,5.5,0.5,63.5,29,1,0,1,3,538
11/01/2015 10:00,1,10,6.5,2,61,30,1,0,1,3,922
11/01/2015 11:00,1,11,7.5,3.5,59,27,1,0,1,3,1248
11/01/2015 12:00,1,12,8.5,4.5,55.5,27,1,0,1,3,1555
11/01/2015 13:00,1,13,9,5,56,28,2,0,1,3,1813
11/01/2015 14:00,1,14,9,5,60,28,2,0,1,3,1639
11/01/2015 15:00,1,15,8.5,5,64,26,3,0,1,3,1464
11/01/2015 16:00,1,16,8,4.5,66,23,3,0,1,3,1097
11/01/2015 17:00,1,17,8,5,71,20.5,7,0,1,3,827
11/01/2015 18:00,1,18,8,4,73.5,25,7,0,1,3,519
11/01/2015 19:00,1,19,8,4,73.5,24,3,0,1,3,493
11/01/2015 20:00,1,20,8,4.5,71,26,7,0,1,3,315
11/01/2015 21:00,1,21,8,4,71,30,7,0,1,3,260
11/01/2015 22:00,1,22,9,5,66,37,7,0,1,3,237
11/01/2015 23:00,1,23,9,5,71,30.5,3,0,1,3,168
12/01/2015 0:00,1,0,9,5,68.5,29,2,0,0,3,117
12/01/2015 1:00,1,1,10,6,60,34,4,0,0,3,45
12/01/2015 2:00,1,2,10,7,64.5,30,4,0,0,3,29
12/01/2015 3:00,1,3,10,6.5,67,30.5,3,0,0,3,36
12/01/2015 4:00,1,4,10,6.5,67,33.5,3,0,0,3,26
12/01/2015 5:00,1,5,10,6,67,35,3,0,0,3,86
12/01/2015 6:00,1,6,10,6,73.5,31,7,0,0,3,433
12/01/2015 7:00,1,7,10,7,76,30,7,0,0,3,1541
12/01/2015 8:00,1,8,10,6,76,31,3,0,0,3,3418
12/01/2015 9:00,1,9,11.5,11.5,67,32.5,3,0,0,3,1832
12/01/2015 10:00,1,10,12,12,67,33,3,0,0,3,723
12/01/2015 11:00,1,11,12,12,74.5,39,3,0,0,3,654
12/01/2015 12:00,1,12,12,12,79.5,29.5,3,0,0,3,700
12/01/2015 13:00,1,13,12,12,79.5,29.5,3,0,0,3,631
12/01/2015 14:00,1,14,12.5,12.5,77,33,7,0,0,3,520
12/01/2015 15:00,1,15,12,12,82,25,7,0,0,3,374
12/01/2015 16:00,1,16,12,12,82,22.5,7,0,0,3,669
12/01/2015 17:00,1,17,11.5,11.5,88,22,7,0,0,3,1510
12/01/2015 18:00,1,18,11,11,94,22,7,0,0,3,1186
12/01/2015 19:00,1,19,11.5,11.5,85,22,7,0,0,3,1136
12/01/2015 20:00,1,20,12,12,82,20,4,0,0,3,753
12/01/2015 21:00,1,21,12,12,85,18.5,7,0,0,3,510
12/01/2015 22:00,1,22,12,12,88,21,7,0,0,3,184
12/01/2015 23:00,1,23,12,12,88,23,7,0,0,3,86
13/01/2015 0:00,1,0,12,12,88,25,7,0,0,3,64
13/01/2015 1:00,1,1,12,12,88,30,7,0,0,3,29
13/01/2015 2:00,1,2,11.5,11.5,88,24.5,7,0,0,3,21
13/01/2015 3:00,1,3,11,11,85,19,7,0,0,3,13
13/01/2015 4:00,1,4,11,11,82,21,7,0,0,3,33
13/01/2015 5:00,1,5,10.5,9,79.5,21,7,0,0,3,113
13/01/2015 6:00,1,6,10,7.5,82,20.5,2,0,0,3,600
13/01/2015 7:00,1,7,9.5,6.5,79,21,7,0,0,3,1584
13/01/2015 8:00,1,8,9,6.5,71,16,2,0,0,3,3960
13/01/2015 9:00,1,9,9,6,71,18,2,0,0,3,2090
13/01/2015 10:00,1,10,9,6.5,71,17.5,1,0,0,3,960
13/01/2015 11:00,1,11,9,6,68.5,18,2,0,0,3,866
13/01/2015 12:00,1,12,9.5,6.5,64,20.5,7,0,0,3,1019
13/01/2015 13:00,1,13,9,5.5,73.5,27.5,7,0,0,3,719
13/01/2015 14:00,1,14,8.5,4.5,71,29,7,0,0,3,811
13/01/2015 15:00,1,15,8,4.5,73.5,21.5,2,0,0,3,883
13/01/2015 16:00,1,16,7.5,4,68.5,23,2,0,0,3,1391
13/01/2015 17:00,1,17,7,3,71,22,2,0,0,3,2886
13/01/2015 18:00,1,18,7,4.5,71,14,7,0,0,3,2659
13/01/2015 19:00,1,19,6,2.5,76,19.5,7,0,0,3,1548
13/01/2015 20:00,1,20,5.5,1.5,76,21,2,0,0,3,947
13/01/2015 21:00,1,21,5,1,76,23,2,0,0,3,660
13/01/2015 22:00,1,22,5,2,76,17,1,0,0,3,501
13/01/2015 23:00,1,23,5,1,70,19.5,1,0,0,3,340
14/01/2015 0:00,1,0,5,0.5,66,26,1,0,0,3,168
14/01/2015 1:00,1,1,5,0,66,30,1,0,0,3,79
14/01/2015 2:00,1,2,5,0.5,66,24,1,0,0,3,60
14/01/2015 3:00,1,3,4.5,0.5,72.5,21,1,0,0,3,54
14/01/2015 4:00,1,4,4.5,1.5,72.5,14,1,0,0,3,44
14/01/2015 5:00,1,5,5,1.5,70,17.5,1,0,0,3,93
14/01/2015 6:00,1,6,5,1,70,23,3,0,0,3,560
14/01/2015 7:00,1,7,4.5,-1,68,30.5,2,0,0,3,1820
14/01/2015 8:00,1,8,4,-1,70,26,2,0,0,3,3904
14/01/2015 9:00,1,9,4.5,-0.5,68,29,2,0,0,3,2064
14/01/2015 10:00,1,10,5,0,70,30.5,2,0,0,3,841
14/01/2015 11:00,1,11,5.5,1,65.5,27,2,0,0,3,732
14/01/2015 12:00,1,12,6.5,2.5,59,27,2,0,0,3,1013
14/01/2015 13:00,1,13,7,3,57,24,2,0,0,3,1066
14/01/2015 14:00,1,14,7,3.5,55,22,2,0,0,3,913
14/01/2015 15:00,1,15,7,4,55,18,1,0,0,3,969
14/01/2015 16:00,1,16,7,4.5,59,16,1,0,0,3,1365
14/01/2015 17:00,1,17,7.5,4.5,64,16,2,0,0,3,2638
14/01/2015 18:00,1,18,8,4.5,71,21.5,2,0,0,3,1974
14/01/2015 19:00,1,19,9,5.5,71,27,3,0,0,3,1254
14/01/2015 20:00,1,20,10,6,69,31,3,0,0,3,885
14/01/2015 21:00,1,21,10,6,71,38,7,0,0,3,537
14/01/2015 22:00,1,22,9.5,5.5,76.5,39,7,0,0,3,344
14/01/2015 23:00,1,23,10,6,79,40,26,0,0,3,188
15/01/2015 0:00,1,0,10,6,82,40,7,0,0,3,91
15/01/2015 1:00,1,1,11,11,79.5,40,26,0,0,3,66
15/01/2015 2:00,1,2,11,11,82,44.5,26,0,0,3,25
15/01/2015 3:00,1,3,11.5,11.5,79.5,45,7,0,0,3,23
15/01/2015 4:00,1,4,11,11,77,37,26,0,0,3,23
15/01/2015 5:00,1,5,10,6.5,79,31.5,7,0,0,3,62
15/01/2015 6:00,1,6,9.5,5.5,73.5,29.5,7,0,0,3,481
15/01/2015 7:00,1,7,9,6,73.5,23,2,0,0,3,1692
15/01/2015 8:00,1,8,9,6,66,21,1,0,0,3,3673
15/01/2015 9:00,1,9,9,6,73.5,19.5,2,0,0,3,1941
15/01/2015 10:00,1,10,9,6,76,21,2,0,0,3,844
15/01/2015 11:00,1,11,9,6,66,26,2,0,0,3,729
15/01/2015 12:00,1,12,8.5,5,71,25,7,0,0,3,835
15/01/2015 13:00,1,13,9,5,64,32.5,2,0,0,3,1005
15/01/2015 14:00,1,14,9,5,60,30.5,2,0,0,3,828
15/01/2015 15:00,1,15,9,5,52,36,2,0,0,3,912
15/01/2015 16:00,1,16,8,4,53,29,2,0,0,3,1249
15/01/2015 17:00,1,17,7.5,3.5,55,29.5,2,0,0,3,2524
15/01/2015 18:00,1,18,7,3,57,29.5,2,0,0,3,2480
15/01/2015 19:00,1,19,8,4,51.5,29.5,2,0,0,3,1353
15/01/2015 20:00,1,20,7,2,51,34,2,0,0,3,810
15/01/2015 21:00,1,21,6.5,1.5,57,32,1,0,0,3,591
15/01/2015 22:00,1,22,6.5,1.5,59,33,2,0,0,3,430
15/01/2015 23:00,1,23,7,3,57,29.5,1,0,0,3,301
16/01/2015 0:00,1,0,7,3,53,31,1,0,0,3,208
16/01/2015 1:00,1,1,7,3,53,27.5,1,0,0,3,117
16/01/2015 2:00,1,2,6.5,2.5,59,22,1,0,0,3,71
16/01/2015 3:00,1,3,6.5,2.5,59,25,1,0,0,3,59
16/01/2015 4:00,1,4,6.5,3,55,20.5,1,0,0,3,46
16/01/2015 5:00,1,5,6.5,3,55,20.5,1,0,0,3,88
16/01/2015 6:00,1,6,7,4,55,18.5,1,0,0,3,471
16/01/2015 7:00,1,7,7,4.5,59,15,7,0,0,3,1648
16/01/2015 8:00,1,8,7,4.5,61,15,3,0,0,3,3546
16/01/2015 9:00,1,9,6,3,71,13,2,0,0,3,1980
16/01/2015 10:00,1,10,6.5,3.5,68.5,17,2,0,0,3,878
16/01/2015 11:00,1,11,6,2.5,76,19.5,2,0,0,3,795
16/01/2015 12:00,1,12,6,3,73.5,17,2,0,0,3,994
16/01/2015 13:00,1,13,7,4,68.5,15,2,0,0,3,1122
16/01/2015 14:00,1,14,7,4.5,66,15,2,0,0,3,941
16/01/2015 15:00,1,15,7,4,66,15,2,0,0,3,1104
16/01/2015 16:00,1,16,6,2,68.5,23.5,7,0,0,3,1149
16/01/2015 17:00,1,17,5.5,2.5,76,14,2,0,0,3,2348
16/01/2015 18:00,1,18,5,1.5,73,16,3,0,0,3,2002
16/01/2015 19:00,1,19,4,1,72.5,12,1,0,0,3,1183
16/01/2015 20:00,1,20,4,2,72.5,9,1,0,0,3,693
16/01/2015 21:00,1,21,3,0,75,11,1,0,0,3,473
16/01/2015 22:00,1,22,2.5,-1.5,72.5,15,1,0,0,3,386
16/01/2015 23:00,1,23,2.5,-1,81,12,1,0,0,3,361
17/01/2015 0:00,1,0,2,-2,81,13,1,0,1,3,328
17/01/2015 1:00,1,1,2,-1.5,81,12,1,0,1,3,220
17/01/2015 2:00,1,2,1,-3,81,14,1,0,1,3,199
17/01/2015 3:00,1,3,1,-3,81,15,1,0,1,3,144
17/01/2015 4:00,1,4,1,-2,81,10,1,0,1,3,76
17/01/2015 5:00,1,5,0.5,-2.5,77.5,8,1,0,1,3,68
17/01/2015 6:00,1,6,0.5,-3,77.5,10,1,0,1,3,70
17/01/2015 7:00,1,7,1.5,-2.5,72.5,16,1,0,1,3,154
17/01/2015 8:00,1,8,2.5,-1.5,67.5,15,1,0,1,3,350
17/01/2015 9:00,1,9,3.5,-0.5,65,16,1,0,1,3,682
17/01/2015 10:00,1,10,4,0,70,21,7,0,1,3,784
17/01/2015 11:00,1,11,5,1.5,73,18.5,7,0,1,3,998
17/01/2015 12:00,1,12,6.5,3.5,73.5,17,2,0,1,3,1360
17/01/2015 13:00,1,13,6,2.5,73.5,20.5,2,0,1,3,1421
17/01/2015 14:00,1,14,7,4,66,17,2,0,1,3,1531
17/01/2015 15:00,1,15,6,3,71,18,1,0,1,3,1527
17/01/2015 16:00,1,16,6,3,71,15,1,0,1,3,1257
17/01/2015 17:00,1,17,5,2.5,76,10,1,0,1,3,997
17/01/2015 18:00,1,18,5,2,76,13,1,0,1,3,765
17/01/2015 19:00,1,19,5,2,76,12,1,0,1,3,719
17/01/2015 20:00,1,20,5,3,81,9,1,0,1,3,525
17/01/2015 21:00,1,21,5,2.5,76,10,1,0,1,3,415
17/01/2015 22:00,1,22,5,3,76,7,2,0,1,3,328
17/01/2015 23:00,1,23,5,2.5,78.5,9,7,0,1,3,350
18/01/2015 0:00,1,0,5,3,76,7,2,0,1,3,383
18/01/2015 1:00,1,1,5,3.5,76,6.5,7,0,1,3,268
18/01/2015 2:00,1,2,5,3,81,8,7,0,1,3,268
18/01/2015 3:00,1,3,4.5,3,84,6.5,7,0,1,3,140
18/01/2015 4:00,1,4,4,4,87,0,7,0,1,3,73
18/01/2015 5:00,1,5,4,3.5,90,5,7,0,1,3,53
18/01/2015 6:00,1,6,4,3.5,90,5,7,0,1,3,54
18/01/2015 7:00,1,7,4,3.5,87,5,7,0,1,3,97
18/01/2015 8:00,1,8,4,3.5,93,5,2,0,1,3,210
18/01/2015 9:00,1,9,4,2.5,90,6.5,7,0,1,3,406
18/01/2015 10:00,1,10,4,2,87,9,7,0,1,3,693
18/01/2015 11:00,1,11,4,1.5,84,9,4,0,1,3,906
18/01/2015 12:00,1,12,4,1,81,12,2,0,1,3,1244
18/01/2015 13:00,1,13,4,1,81,12,2,0,1,3,1401
18/01/2015 14:00,1,14,4,1,75,14,2,0,1,3,1313
18/01/2015 15:00,1,15,4,1,75,13,2,0,1,3,1450
18/01/2015 16:00,1,16,3,2,81,6,2,0,1,3,1111
18/01/2015 17:00,1,17,3,3,81,4,1,0,1,3,844
18/01/2015 18:00,1,18,2,0,87,6.5,1,0,1,3,694
18/01/2015 19:00,1,19,2,-0.5,87,8,1,0,1,3,510
18/01/2015 20:00,1,20,1.5,0.5,87,5.5,1,0,1,3,370
18/01/2015 21:00,1,21,1,1,87,4,1,0,1,3,265
18/01/2015 22:00,1,22,1,1,87,4,1,0,1,3,249
18/01/2015 23:00,1,23,0.5,-1.5,90,6,1,0,1,3,197
19/01/2015 0:00,1,0,0,-3,93,8,1,0,0,3,128
19/01/2015 1:00,1,1,0.5,-2.5,93,8,2,0,0,3,57
19/01/2015 2:00,1,2,1,0,93,5.5,2,0,0,3,30
19/01/2015 3:00,1,3,0.5,-0.5,93,3.5,2,0,0,3,32
19/01/2015 4:00,1,4,0.5,-1,93,4.5,3,0,0,3,36
19/01/2015 5:00,1,5,1,-1,93,6.5,3,0,0,3,88
19/01/2015 6:00,1,6,1,-1,90,7,3,0,0,3,472
19/01/2015 7:00,1,7,1,-1,90,6.5,2,0,0,3,1695
19/01/2015 8:00,1,8,2,-0.5,84,7.5,3,0,0,3,3554
19/01/2015 9:00,1,9,2,-0.5,87,8,3,0,0,3,1828
19/01/2015 10:00,1,10,3,1,75,7.5,2,0,0,3,794
19/01/2015 11:00,1,11,3.5,3,72.5,3,2,0,0,3,688
19/01/2015 12:00,1,12,4,1.5,70,9,2,0,0,3,923
19/01/2015 13:00,1,13,4,2,70,8,2,0,0,3,913
19/01/2015 14:00,1,14,5,3.5,66,7.5,3,0,0,3,815
19/01/2015 15:00,1,15,5,4,63.5,6,3,0,0,3,908
19/01/2015 16:00,1,16,4,2.5,67.5,6.5,3,0,0,3,1257
19/01/2015 17:00,1,17,3.5,2.5,72.5,6,2,0,0,3,2774
19/01/2015 18:00,1,18,3.5,2.5,72.5,6,3,0,0,3,2543
19/01/2015 19:00,1,19,3.5,1.5,72.5,7,3,0,0,3,1442
19/01/2015 20:00,1,20,3,1.5,75,6.5,3,0,0,3,893
19/01/2015 21:00,1,21,2.5,1.5,78,5.5,3,0,0,3,561
19/01/2015 22:00,1,22,2,1,75,3,2,0,0,3,356
19/01/2015 23:00,1,23,2,2,81,2,3,0,0,3,247
20/01/2015 0:00,1,0,1,0,87,3,3,0,0,3,85
20/01/2015 1:00,1,1,0.5,-1,90,6.5,1,0,0,3,49
20/01/2015 2:00,1,2,0,-1,93,3,1,0,0,3,40
20/01/2015 3:00,1,3,-0.5,-0.5,90,4,1,0,0,3,18
20/01/2015 4:00,1,4,-1,-2,93,3,1,0,0,3,32
20/01/2015 5:00,1,5,-0.5,-0.5,93,4,2,0,0,3,80
20/01/2015 6:00,1,6,-1,-2,93,5,1,0,0,3,520
20/01/2015 7:00,1,7,-1,-3.5,96.5,6.5,1,0,0,3,1791
